Symbol,RironHiritsu
5351,5.413713770491803
4442,3.1743152129817447
2813,3.0100380582524275
9553,2.788221066319896
4360,1.310162153344209
9247,1.186568215767635
1514,1.1060887983706722
7148,1.1046960594795536
5966,1.0906028460543338
7068,1.0821348986125934
4319,1.0815387559808611
1438,1.0758794970986458
9119,1.0694113441372737
9268,1.0688352481873955
2109,1.0678046511627908
7523,1.0639040492957748
5210,1.062341517857143
7914,1.0608995215311006
6633,1.0583085333333333
5974,1.0553142857142859
4231,1.0539452857142857
2180,1.0529009852216749
9696,1.0519758720930232
4997,1.0517395738203956
5445,1.0501133711048158
5017,1.049408746355685
2602,1.048715890083632
9478,1.0478223728813558
9107,1.0477852272727273
5408,1.0465186740331491
1726,1.0462226158038148
7173,1.0460883462819088
5973,1.045452961672474
5612,1.0454004344048653
9127,1.0453871559633028
5451,1.0449915373765868
5440,1.044815879396985
6339,1.0445465265082268
5803,1.044269995838535
3153,1.0442111777944485
8368,1.0442057835820895
2792,1.043233822590938
9823,1.041478987341772
5185,1.0410342379958246
7242,1.0410216546018614
9763,1.0404331606217616
9386,1.0391159371492704
3246,1.0390154447702835
5401,1.0385700998573466
5406,1.0383654181631605
9304,1.0377494252873563
8051,1.0375287414965986
7261,1.03737671676982
7795,1.0368879581151833
2760,1.0368038363892806
2715,1.0365188108108108
5801,1.0357645675902603
7282,1.0355702054794522
3937,1.0352689169139466
1805,1.0350213150289016
3101,1.0346993039443155
7885,1.0345862068965517
4958,1.0345130163934426
2130,1.0341850796311818
5998,1.0336613160518444
6301,1.0335339104625276
7552,1.03341204
7916,1.033075825825826
5603,1.0328343642611684
8360,1.0327651624548737
9501,1.0324931220095697
3315,1.0321967479674796
8097,1.0318395085066163
3839,1.0316999999999998
7014,1.031433831990794
4092,1.0313871611253196
2924,1.0312565353345842
4125,1.031085475409836
8050,1.0308036697247707
8905,1.030771875
6658,1.0300170247933884
7991,1.0297881873727086
3116,1.0297798606016142
5186,1.0297725903614456
1605,1.0296053191489363
7211,1.0289729812711084
7455,1.0289396373056996
6371,1.028810322580645
3297,1.0288020530367836
5975,1.0284979375368297
5741,1.0283142038216562
3877,1.0282990687679086
2733,1.0282335125448028
9678,1.028093907083016
3447,1.0278891820580476
7995,1.0277872222222222
6231,1.0277631964809384
4705,1.0276408934707904
7564,1.0275152915291528
1451,1.0274855570839063
7347,1.0274498800959233
2975,1.027116693163752
6919,1.0269905158936945
1938,1.0266627209838586
7227,1.0266202440775305
9960,1.026525028790787
7245,1.0264400000000002
9888,1.0263216039279868
9517,1.0261405475880052
4437,1.0261379182156136
6474,1.0260151243781097
9536,1.0256260103626944
6417,1.0255910125474177
6622,1.0252795454545454
8001,1.0250868664446913
1921,1.025000874125874
4023,1.0248657692307692
1870,1.0246613672496026
8996,1.0246285714285714
6507,1.024577998756992
4992,1.0243949579831932
1419,1.0243205898876406
1775,1.024236538011696
3978,1.0241047748976808
5989,1.0239486857142857
7508,1.023725322580645
8706,1.0234248654467168
1980,1.0233911111111111
9070,1.023363365695793
8891,1.0233
7278,1.023142769701607
2681,1.0230275716694774
4631,1.022871237389335
3916,1.022695035460993
9384,1.022565320665083
7244,1.0225441696113073
6785,1.0224050632911392
6246,1.022049941107185
7990,1.0220269306930694
7050,1.0217221584385763
4182,1.0217008695652172
6137,1.0216266666666667
4386,1.021625294117647
7619,1.021487106017192
6702,1.0214194772727272
4220,1.0213981818181816
4061,1.021315131335553
9325,1.0212178938356165
7313,1.0210698113207548
9820,1.020971
3109,1.0209178735105409
4781,1.020799319727891
1771,1.0204048714479028
1814,1.0203189393939396
1515,1.0201748502994015
3242,1.0200951898734179
9658,1.0200091581868642
6899,1.0197953524804177
6571,1.0197500000000002
1815,1.0197032440056417
6440,1.0196440129449837
7187,1.019602621359223
5122,1.0195263905325445
3837,1.0194885898186075
4116,1.0194533450704226
8935,1.019313918017159
6584,1.0189573293172691
8700,1.0187330520393811
5816,1.0187279151943462
8046,1.0185661609776655
7702,1.0185614814814814
8929,1.0183658135283362
4022,1.018328329297821
3352,1.0183282013323465
3904,1.0182801597869509
7877,1.0180695815115552
2445,1.0180350305498982
3166,1.0180151898734175
7284,1.017977245508982
6652,1.0179518867924529
7894,1.0179242079207922
4685,1.0179032245532245
9869,1.0179024905660377
9171,1.0177398030942335
6432,1.0176878775510203
5071,1.0176358695652175
6165,1.0176108045977013
8203,1.0175852272727273
6568,1.0174455974842769
9249,1.0173542249580303
6218,1.01732722513089
8089,1.0172965044551063
6850,1.0170645719940625
5971,1.0169653405405406
8869,1.0169584574934267
4847,1.0169423692636073
1882,1.0167325842696628
7646,1.0167113350125945
8917,1.0166278807413376
6298,1.0166091573682186
7955,1.016590529247911
4809,1.0165408792319353
7721,1.0164805460750854
2790,1.016356243496358
6505,1.0163395727365208
7570,1.016325593667546
9361,1.0160502710027102
8904,1.0160414746543778
7615,1.0159827586206895
3611,1.0159483264826776
9057,1.0159246699669966
5108,1.0157647967061245
6199,1.0156419106317411
3733,1.015613865877712
9381,1.0155481648785998
6342,1.0153724910035986
6306,1.0153016717325227
3852,1.0152555303030302
2327,1.01507776733255
3388,1.0150574086836666
6040,1.0150207381370828
6964,1.0149855513307984
5994,1.0149623707787732
6086,1.0149570267131243
8940,1.0149535315985132
7839,1.0148565749235474
1376,1.0146823851953393
4404,1.014643914893617
3179,1.0145618037135278
7833,1.0144572327044026
7679,1.0144036099739488
7976,1.014274504692388
4709,1.0140434027777776
1847,1.0138556780067083
5943,1.0136841109709964
7294,1.0136309398099261
7744,1.0136216541353382
7084,1.01355370177268
2751,1.0134778535534816
1992,1.0134268181818182
6193,1.013411485148515
7821,1.0132978595317725
1878,1.0132829714285714
8015,1.0130499715747583
7609,1.0130422185430465
2009,1.0129848529411765
7196,1.0129242214532872
4627,1.0128060038734665
5038,1.0127476727785616
7705,1.0127256844850063
8887,1.0126408010012515
6927,1.012626923076923
6743,1.0125311750599522
6960,1.0125129281767957
8747,1.012462159624413
7975,1.0123911468812878
9099,1.0123889138576778
5923,1.0122350909090907
6504,1.0121389860658168
2674,1.0121059531772574
3003,1.012095302013423
5902,1.01208986083499
3106,1.0120503688524591
4569,1.0120162206444567
5901,1.011989213483146
9022,1.0119802475928472
9622,1.0119603020496224
5446,1.011888888888889
6737,1.0118586785009862
4980,1.011849430894309
5269,1.011789329268293
7912,1.011764884318766
5356,1.0117318327974278
7970,1.0117228699551568
5702,1.0115447932618684
9619,1.0115208072372999
4286,1.0114749379652603
5936,1.011473354231975
7102,1.011464156339371
7481,1.0113831599801881
8056,1.0112546866630958
2281,1.0111439054219322
7472,1.0111375191424197
9351,1.0111270212765957
6503,1.0110924824229315
2215,1.011
4204,1.0108712494194148
1926,1.010860494425594
7058,1.01082518109693
6898,1.0108153319283457
8168,1.010701096224117
2796,1.010700923076923
4634,1.0106884516680923
1434,1.0106016313213702
5947,1.010414142857143
4320,1.0103824620573356
8253,1.0102010546298248
7864,1.01003367003367
3300,1.0099885714285715
4548,1.0099592821782177
4114,1.009955064456722
3360,1.0097909631915365
9072,1.0097651692502372
6623,1.009671402359109
8141,1.0095822240943555
9930,1.009531498470948
7775,1.0095222222222222
9605,1.0093380670926517
3123,1.0092873563218392
9534,1.0092806573957016
5959,1.0092695073235685
6998,1.0092133924969746
2207,1.0092055865921787
4098,1.0091957295373666
7021,1.009069987699877
5076,1.0090620155038759
6044,1.009043682664055
3641,1.009018223234624
4987,1.009000898203593
5706,1.0089637944664032
3771,1.0089322845417237
3439,1.0089178807947021
6567,1.0088494011976048
5283,1.0087348382749326
2136,1.0086641181581233
7561,1.0085400273224046
7809,1.0084615350089767
5391,1.0084051982378854
3275,1.0083284501061571
3979,1.0082749627421759
5911,1.0082177881173944
2157,1.0082098723404256
6345,1.0082087912087914
9067,1.008193774319066
2914,1.0081355232558138
6788,1.0078872906403942
3161,1.0078144130757802
4304,1.0077748196248197
3569,1.0077364916773368
8125,1.0076343549536706
9362,1.0075774821852732
4625,1.0075263703703703
7377,1.0074645875251511
7812,1.0074392137592139
3139,1.007434923664122
4206,1.007422025771651
6230,1.007362125
1332,1.007357660243269
4350,1.0071960784313727
3245,1.007184375
3465,1.0071581168831167
4885,1.0071461346633417
4972,1.0070171722365038
7269,1.0068800199468086
7097,1.0068000000000001
6305,1.0067566871975362
6995,1.0067540102389079
4247,1.0067519341563786
5697,1.0066456260720413
7516,1.0065676923076923
9639,1.0064822009569376
8119,1.0063405431157695
3441,1.0057926660059464
2001,1.0057662218131613
7979,1.005733968401487
3816,1.0056150205761316
5956,1.0056080074487896
9788,1.0055475206611568
6923,1.0054725079365079
7898,1.0053566572237962
9221,1.0053528645833334
9445,1.0052620596205961
6357,1.0052050970873787
5189,1.0051691176470587
4112,1.0050806918238995
6293,1.0049538763493622
5367,1.0047746341463413
3992,1.0046469604863222
3392,1.004544251968504
7818,1.004505359056806
8052,1.0044475126903551
2498,1.0044412213740457
1925,1.004399501867995
9991,1.0043431771894094
7683,1.0043171830985915
3648,1.0042327221438645
3710,1.004201739130435
9162,1.0041769911504426
1914,1.0039286573146293
6037,1.0039218216318784
6104,1.0035262135922332
2747,1.0035160330578512
4668,1.003298452012384
4746,1.0032704669887278
8281,1.0032504
3167,1.0032149028077753
4750,1.0032057416267943
4628,1.0031930116959065
4951,1.003172654155496
8886,1.0031638247483718
8255,1.0030759946595462
7373,1.0029609015639376
7460,1.0029540206185568
9083,1.0029429325513197
6198,1.0028842931937172
1780,1.0028067361668003
3143,1.0027533180778032
3333,1.0027251184834123
3148,1.0027224778761064
6489,1.0026497551420175
1786,1.0025647416413375
6013,1.0025578165374676
3671,1.002501468624833
5753,1.0024883011190233
1873,1.002433510638298
6307,1.0021927083333335
4800,1.0021695322376738
4462,1.002146486825596
7925,1.0021072655217964
4409,1.00203550295858
3690,1.0020284710017573
5232,1.0020240947454397
6554,1.001885351787774
9791,1.0017691979522183
4957,1.001711267605634
1758,1.001691743119266
5355,1.0015772563176895
9307,1.0015512195121952
2915,1.0015428963623885
9934,1.0015292735703245
7565,1.0015272307692307
6497,1.0014990945674043
9564,1.001453157894737
7943,1.0013754672103297
6670,1.001332174688057
7264,1.0013303981623276
3583,1.0012754484304933
7831,1.0012732026143791
3798,1.001222332155477
9656,1.0012189340813464
3918,1.0012042735042734
3458,1.0011583333333334
4465,1.0010756834532375
6031,1.0009867256637168
7298,1.0008761215629522
7745,1.0008014101057578
4102,1.000799437807449
8772,1.0005247467438496
4621,1.0004583982990787
3943,1.0003555505004549
9778,1.0002887331081083
8789,1.0002540983606556
8071,1.0001932285714286
6038,1.0001584415584415
5979,1.0001311475409838
2919,1.0000945244956774
4935,1.0000677966101696
6287,1.0000462340123164
6171,1.0000215976331361
9537,1.0000153966189858
1999,1.0000120597652082
9790,0.999985440900563
3353,0.9999331864257381
6188,0.9999078947368422
9049,0.9998720971302427
8167,0.9998582568807339
8289,0.9998557471264369
9058,0.9998327111716622
9418,0.9998156417910449
8145,0.99979675
9780,0.9997827648766328
7399,0.9997743682310469
1866,0.9997669565217392
7490,0.9997668874172185
1400,0.9997499999999999
6121,0.9997482080924855
3546,0.9997127236580519
5945,0.9997115596330276
4556,0.9996976076555024
2749,0.9996640949554896
6888,0.9996457547169811
2376,0.9995792207792209
9837,0.999562776957164
9767,0.9994788483466363
3317,0.999318688981869
6706,0.9992716799329703
3028,0.9991110651499483
4901,0.9990585585585586
3386,0.9990500509683997
6848,0.9989520689655171
8030,0.9988471828665569
8147,0.9988341597796142
4629,0.9988072957969866
9082,0.9987652386780906
6033,0.9985699270072993
5941,0.9984172225591267
6142,0.9983337106918238
2288,0.9982321942446042
1887,0.9981325301204819
8934,0.9981099601593625
7092,0.9980169565217392
1905,0.998014705882353
6360,0.9978586056644879
4076,0.997716313454904
4645,0.9976926829268294
2481,0.9976704845814978
3804,0.9974735607675906
6902,0.9973434262948206
3449,0.9972886925795054
3173,0.9972867215041128
3045,0.9972325735294117
6655,0.9971055483870968
4423,0.9970164563351842
6026,0.9968625272331155
4429,0.9967963963963964
2970,0.9966132712456344
6814,0.9965904486251809
3538,0.9965353846153846
1964,0.99650763016158
6098,0.9963914081145584
9832,0.9963300252844501
4783,0.9962626272912423
7538,0.9962376237623762
1724,0.9962368650217707
3796,0.9962178294573644
7932,0.9961644312796208
6018,0.9958760757314975
5809,0.9957985714285714
4193,0.995566697080292
6644,0.9954879234167894
7175,0.9954609523809526
8742,0.9954545454545454
9063,0.9953381082933517
9929,0.9952880562060892
7599,0.9950969821673527
6479,0.9948309236125332
6859,0.9945887593671939
3799,0.9945601408450703
6023,0.994275
6433,0.9942697674418604
3542,0.9941940594059405
7059,0.9940999178307314
4421,0.9940758095238096
9876,0.9937247126436781
7600,0.9936701195219124
6294,0.9935398366170111
7087,0.993412803532009
9746,0.9933506868131866
8135,0.9932285223367697
7080,0.9931393689986283
7769,0.9931356715606309
6997,0.992732342007435
7343,0.9926772486772486
9885,0.9925912820512821
7485,0.992464129032258
4174,0.9923654867256637
3565,0.9922775280898875
4486,0.9919789215686275
3682,0.9919634577603142
6996,0.99195
7545,0.9916717444717444
9872,0.9915330578512397
2371,0.9914934739617667
2410,0.9905973819301848
6535,0.989817259651779
9846,0.989420148560817
3934,0.9894131079967022
7134,0.9893301759133964
5993,0.9889710843373493
3186,0.9888412795793164
9768,0.9882099999999999
1736,0.988175883306321
9218,0.9878928571428572
7974,0.9876858426966294
6323,0.987029738625363
3497,0.9869249150622876
7856,0.9868552774755167
6337,0.9867
7039,0.9866596273291924
6466,0.986526430517711
4694,0.9864622317596566
3035,0.9863194492254733
9256,0.9861336683417085
2488,0.9861231422505308
7635,0.985913789954338
8919,0.9855873278236914
3328,0.9848115942028985
7897,0.9848091603053435
7518,0.9845924242424243
7031,0.9841021651964716
9467,0.9838802099533438
3847,0.9838671090047394
3371,0.9836422745548534
6951,0.9829435621354866
2991,0.9828732175502742
6678,0.9826760498384866
7849,0.9824253061224489
7162,0.9821543859649122
6981,0.9820990490124359
9216,0.9807804908485859
3659,0.9807070880867776
1783,0.980250980392157
3004,0.9799929611650485
3431,0.9799457049180329
6338,0.9798190625
7371,0.9795393939393939
4752,0.9788486238532109
6943,0.9747565830115832
4837,0.9717986842105264
3955,0.9716166389351082
3426,0.9701506961506963
9927,0.9692186104218362
5817,0.9672301412872841
9558,0.9663502884615385
6840,0.9655773999999999
7426,0.9649739130434783
7827,0.963316813700052
9145,0.9617741923076921
7235,0.9564224299065422
8142,0.9529860740740741
7379,0.950100384985563
5983,0.9291503135313532
7350,0.857806553998351
7441,0.8248181619256016
6143,nan
7366,1.281887051792829
6358,1.0453785714285715
7505,1.0379478648820903
9446,1.0367575601374572
1518,1.0361920508166969
8151,1.0315977777777778
8150,1.030496095544327
5644,1.0279503979460847
8508,1.02357745302714
8931,1.023180682764363
7022,1.0218759124087593
7987,1.0211092307692309
6319,1.0202429149797572
6730,1.019026680896478
4356,1.016442504743833
5965,1.0160382103990326
5449,1.0155177620858231
3945,1.0154522907488988
5388,1.0153828351012537
6272,1.0139952023988006
9220,1.0134041860465115
7637,1.0129351541850222
1879,1.012326384364821
8185,1.0122733914940023
9385,1.0115800664451828
4040,1.0101666666666669
7921,1.0094205918119172
3172,1.009167209631728
5698,1.0084128129602357
4406,1.0083991379310344
7608,1.0083689361702126
7487,1.0076682728410513
6455,1.0072372881355933
9259,1.007021688613478
2117,1.0056870236372408
3988,1.005631525423729
8041,1.0052820766378243
2152,1.005190243902439
4635,1.004683403508772
3320,1.0042351746547522
7613,1.00418877216021
4578,1.0041159420289856
7299,1.0033294424673784
4674,1.0028389830508473
7297,1.0026319365798413
5368,1.0025970099667774
3443,1.001624520766773
6513,1.0006271428571427
5821,1.00047371024735
1948,1.0000414314928425
1832,0.9999983679525222
9357,0.9998452860596293
7634,0.9996122619047619
9782,0.9980612612612613
5527,0.9955528873642082
4495,0.9944554455445546
7488,0.9938591715976333
6570,0.9937642585551332
6971,0.9920958481613286
4380,0.9899956172388605
4074,0.9899032220269478
6915,0.9895189374774124
8031,0.9894257862759113
2708,0.9878199508599509
7826,0.9873966311713456
4026,0.9855688888888889
5074,0.984500380228137
3895,0.9836119047619046
6276,0.9824078488372092
6562,0.9772251351351352
6857,0.9709764410428127
7265,0.9667
2483,0.9650265625000001
9475,0.9635135951661633
7191,0.9557838983050847
4107,0.9431483082271147
5900,0.9142087100330761
2982,0.5436182509505705
4376,0.0
6192,0.0
4519,0.0
8518,-0.0
7338,0.0
2449,0.0
3989,0.0
4366,nan
8622,1.0701052631578947
3136,1.0699005217391304
8737,1.0599608294930876
7732,1.0589750227341619
9104,1.0552851581508516
3494,1.0524203196347033
7467,1.0507873577749682
7949,1.0503223661779748
7715,1.049087649095806
1884,1.0485158062799362
9857,1.048491680085883
3284,1.047320220588235
7539,1.0458747252747251
7525,1.045450501002004
8707,1.044826502575844
8020,1.0446359767891684
9505,1.0436870967741934
1840,1.0435714285714286
7268,1.0424069078947367
7287,1.0411104541559553
5482,1.039728388746803
8890,1.0396436363636363
8037,1.0389776712328767
9115,1.0388630410654829
7927,1.0387573170731708
2216,1.0385532786885248
9101,1.0383189912506434
4633,1.038101086956522
8630,1.0380869889631588
9160,1.0376842105263158
4078,1.0357525374577092
1945,1.0354395348837206
6460,1.035053280173976
6379,1.0343950481430537
5036,1.0334950166112957
7685,1.0334208
7277,1.0330409411764705
7201,1.0326381947599577
5602,1.0324200145032634
5461,1.0323272336359293
6745,1.0319412237330037
8053,1.0318878351206433
7326,1.031741507870754
4956,1.0315363157894737
1909,1.031364418938307
6363,1.0309753943217665
6292,1.030701238938053
2812,1.0302364188163884
3861,1.030096025437202
1384,1.0300131004366813
7537,1.029910278745645
5988,1.0295988636363638
4208,1.0294873686297838
8002,1.029134819897084
5986,1.0289855799373042
4047,1.0288466819221966
4595,1.028676275768841
6837,1.0286016746411482
9274,1.028571137026239
1813,1.0285496761335327
6249,1.0284969267139479
3802,1.0284476370510398
4243,1.028403409090909
6059,1.0282380952380952
6237,1.0277332212885153
8103,1.0271799392097265
8137,1.0264390879478829
3401,1.0263289745354438
6810,1.026271607890018
3490,1.025767094408799
7888,1.0254823943661973
9896,1.0251948347107438
8076,1.0251592188919163
6330,1.0249370802919708
1929,1.0248197802197803
2332,1.0246604115226337
7217,1.0245400767018216
2359,1.0244677137870857
3612,1.02444
1963,1.0243709545563837
6718,1.0242435769102436
2475,1.024188638589618
2585,1.0239348148148149
2374,1.0238185714285715
7872,1.02375910543131
7643,1.023483606557377
8005,1.023331419939577
5970,1.0231331868131868
2918,1.0231314225053076
6742,1.0230636550308008
4611,1.0230391752577321
5659,1.0229481132075473
1968,1.0229348894348895
8061,1.0228970917225952
6617,1.0227980485483104
8101,1.0226338582677166
9029,1.022610939112487
4524,1.0225951342281878
4662,1.0224592857142856
6778,1.0224457342657343
3442,1.022444
9740,1.0224148480000002
