Symbol,ValueHiritsu,Close
8699,5.348214285714286,1008
1518,5.196531791907514,2768
7040,4.756820877817319,843
1605,4.261016949152542,2065
5363,4.026785714285714,336
6060,3.9698795180722892,996
8152,3.91004623791509,2379
6943,3.8749502982107358,5030
6797,3.8502738892270236,1643
5408,3.829329962073325,791
8071,3.8247619047619046,3150
1771,3.7714285714285714,700
9852,3.7699266503667483,4090
9428,3.7602094240837696,955
4629,3.698557327258922,1317
1879,3.669740150880134,1193
8281,3.6625766871165646,978
2137,3.6483103879849814,799
7808,3.6248788368336027,3095
4360,3.624373956594324,599
5979,3.5995288574793873,4245
7887,3.598330241187384,5390
3948,3.5965848452508005,937
7298,3.590778097982709,1388
5971,3.5678449258836946,4385
4624,3.560782967032967,2912
6513,3.5235772357723576,1230
6360,3.515951595159516,2727
6063,3.5064102564102564,780
8078,3.482271147161066,4315
5958,3.475862068965517,2175
5993,3.4554579673776664,797
5921,3.454365733113674,3035
5753,3.4499221587960562,1927
5816,3.43142144638404,802
1758,3.43114672008012,1997
6898,3.40258064516129,1550
5658,3.4,305
3352,3.3936507936507936,1260
7841,3.3891820580474934,758
2344,3.3891102257636123,753
7050,3.3855855855855856,1665
8230,3.380281690140845,355
9867,3.3686924493554327,5430
8135,3.357142857142857,280
3583,3.3499406880189797,843
8917,3.341530054644809,1098
5280,3.336675020885547,1197
7879,3.335227272727273,1232
7614,3.3320095313741063,1259
7460,3.3302622253720764,1411
8046,3.3167701863354035,2415
3020,3.3155631986242478,2326
6137,3.3073103448275862,3625
7551,3.2887096774193547,620
7444,3.265039727582293,1762
7219,3.262724188075618,2063
6743,3.2603406326034063,411
9127,3.259171597633136,1690
1869,3.254593175853018,1143
8935,3.24591573516767,1163
9782,3.219227967953387,1373
7983,3.2115853658536584,1640
8023,3.206636500754148,663
7218,3.199011124845488,809
7999,3.1954887218045114,1995
6343,3.185185185185185,108
3954,3.1800346220427005,1733
8881,3.1474747474747473,495
3772,3.143642072213501,1274
3504,3.128260869565217,920
7425,3.104406779661017,2950
1999,3.1043698085951608,2769
1966,3.1030502885408078,1213
3321,3.098933074684772,1031
8029,3.0950704225352115,1988
9768,3.0870907967881407,1619
6964,3.0701107011070112,542
8772,3.0591805766312596,659
2975,3.0540098199672667,611
6497,3.0492307692307694,975
3766,3.046174142480211,758
7485,3.037805907172996,11850
1739,3.0369897959183674,784
3055,3.0362116991643453,718
2309,3.0330769230769232,2600
3445,3.0303030303030303,2475
9691,3.028054298642534,2210
5906,3.0256410256410255,390
6505,3.01980198019802,909
5356,3.01,600
5563,3.0073260073260073,273
6973,3.0052015604681404,2307
3537,2.995889003083248,973
7705,2.9957264957264957,2340
9906,2.9929046563192903,2255
3435,2.9893790849673203,1224
3355,2.986754966887417,906
4365,2.977498252969951,14310
8085,2.9736220472440946,2540
3892,2.967,1000
3106,2.958660603555188,2419
5956,2.957642725598527,543
6748,2.952577319587629,485
6599,2.94083885209713,2265
1867,2.9403832505322924,1409
6824,2.937893789378938,2222
3482,2.9349951124144673,2046
6894,2.9335483870967742,1550
7175,2.9294685990338163,1035
6890,2.9292035398230087,2825
1827,2.928205128205128,390
9404,2.9269296740994855,1457.5
6643,2.914655942806077,2238
5644,2.912926829268293,4100
7461,2.9054545454545453,550
5951,2.9038189533239036,707
3254,2.9029714978775014,1649
8995,2.902621722846442,801
6623,2.896935933147632,3590
9402,2.8922056384742953,603
4992,2.8905742145178763,923
6101,2.8898916967509027,1108
1770,2.8876508820798517,1077
8934,2.886456908344733,1462
4627,2.8848870056497176,1416
6484,2.872043662825955,1649
3513,2.8603916614024003,1583
6997,2.8592644978783595,1414
6142,2.85752688172043,1488
1777,2.8555133079847907,526
5078,2.8435022406066874,2901
5900,2.8431876606683804,778
3765,2.839511556912342,2293
3143,2.838479809976247,1263
4242,2.8303229337712095,1827
9478,2.83,300
5458,2.8268733850129197,774
1662,2.823505572441743,4935
3297,2.822495606326889,1138
6874,2.82079243911305,2751
6091,2.8111332007952288,503
9845,2.8024390243902437,820
6489,2.7993562231759657,932
5757,2.796413793103448,3625
5461,2.7896341463414633,1968
6393,2.788273615635179,2149
8145,2.7844112769485903,2412
1972,2.7762962962962963,4725
1909,2.7703056768558953,2290
1847,2.770004572473708,2187
1798,2.763103448275862,2900
2795,2.7617135207496655,747
3375,2.7605820105820107,1512
7087,2.759049773755656,884
4094,2.7508561643835616,1168
9359,2.73850197109067,761
3294,2.7357723577235773,1476
4238,2.7305516265912306,1414
7228,2.721794871794872,3120
8037,2.718319107025607,1523
3469,2.716417910447761,402
3131,2.710379981464319,2158
6365,2.707799442896936,3590
2999,2.7016129032258065,372
7902,2.6977025392986698,827
7120,2.6967455621301775,2028
5464,2.692974238875878,4270
5962,2.6920903954802258,1416
9407,2.6900596421471175,5030
3177,2.686779661016949,2950
5542,2.6815742397137745,1118
6480,2.6792792792792794,555
1430,2.6760752688172045,744
2153,2.670670037926675,1582
6336,2.667590027700831,722
7211,2.666930850009907,504.7
7354,2.6651982378854626,454
6045,2.6625,480
5969,2.658641444539983,1163
1850,2.654320987654321,324
7435,2.6444866920152093,1052
8925,2.643979057591623,382
9312,2.6328125,1792
1716,2.6321656050955413,1256
7871,2.628032345013477,742
1788,2.6247226624405706,3155
5922,2.6225616921269097,8510
6356,2.6214442013129102,457
9780,2.619743406985032,2806
3953,2.618150684931507,584
9408,2.616083009079118,1542
3420,2.6135849056603773,1325
3161,2.613533834586466,665
4761,2.6120283018867925,848
1828,2.6103108415466263,1319
7377,2.6100334448160534,1495
2917,2.6083608360836084,909
7565,2.6065625,3200
3799,2.6043795620437957,685
5401,2.6039264568401372,3209
9409,2.6038415366146457,1666
6257,2.6016460905349796,1215
7521,2.5983425414364643,1810
9885,2.596658711217184,419
3322,2.596296296296296,540
2814,2.5939933259176864,1798
3386,2.5898520084566594,946
3388,2.5875179340028693,1394
9248,2.5847851335656213,1722
6445,2.5841584158415842,707
6542,2.583431952662722,845
9820,2.5814814814814815,2430
7446,2.581267217630854,3630
1997,2.573153409090909,1408
8923,2.5726315789473686,1900
6295,2.569023569023569,297
7971,2.5675675675675675,333
5480,2.5586550435865503,4015
7297,2.5584415584415585,924
1844,2.5580110497237567,181
5184,2.556836902800659,3035
1934,2.5555555555555554,954
9647,2.555495978552279,3730
7417,2.553440702781845,2049
8014,2.5511064278187567,2847
5283,2.549914821124361,2935
3944,2.5439244663382596,2436
6346,2.5421875,4480
2788,2.5411255411255413,462
5966,2.541087231352718,2373
1866,2.53741935483871,3100
1799,2.5351149782473588,1609
9827,2.5334608030592736,523
7472,2.5302100161550887,3095
9715,2.5298076923076924,3120
2498,2.5289320388349514,2575
9856,2.5285714285714285,1120
2449,2.5283018867924527,1060
4834,2.528198908429351,1649
6335,2.5254237288135593,472
6342,2.524126455906822,3005
3952,2.5220973782771536,1335
4611,2.5217853347502657,941
5217,2.5183030303030303,4125
3176,2.5176,1250
4685,2.5159922928709055,2595
6863,2.5132743362831858,1243
2481,2.5130168453292496,653
8147,2.506734006734007,1188
7989,2.501032346868548,1453
8084,2.5008064516129034,2480
7539,2.49955713020372,1129
4224,2.4993243243243244,1480
6734,2.4992458521870287,1326
3512,2.492822966507177,418
5819,2.489864864864865,1480
8138,2.489001692047377,2955
9233,2.488320355951057,899
6518,2.4840474020054693,1097
7501,2.4833997343957503,753
7928,2.481818181818182,550
7509,2.47987987987988,3330
7246,2.4775641025641026,624
3245,2.4755614266842803,757
6912,2.4751830756712776,1229
9074,2.4748201438848922,2919
9357,2.4730737365368682,1207
7347,2.4688741721854304,755
4976,2.466236559139785,2325
8159,2.4661682242990652,2675
3024,2.465333333333333,750
6804,2.463176064441887,1738
7885,2.462111801242236,805
8928,2.458720330237358,1938
8066,2.457221081451061,1461
3291,2.456944160359992,2444.5
7713,2.455739972337483,1446
6158,2.453476983349657,1021
9687,2.44986344127975,2563
7718,2.448844884488449,1818
4112,2.4459770114942527,3045
9471,2.444541484716157,1145
1980,2.4442075337597724,1407
4556,2.4325358851674643,1045
1948,2.431781376518219,4940
7857,2.4310872894333846,1306
8877,2.421639344262295,3050
1965,2.4204973624717407,1327
2792,2.4179586563307494,1548
9882,2.41743648960739,1732
8040,2.416393442622951,915
5990,2.414871794871795,1950
6877,2.413369713506139,3665
4491,2.4128686327077746,1492
1832,2.4123867069486407,662
7863,2.404469273743017,895
2483,2.403804347826087,1840
3943,2.3991270611057227,2062
5446,2.397590361445783,1494
2754,2.394431554524362,431
2349,2.393529411764706,1700
6493,2.3915857605177995,309
1775,2.3896216216216217,4625
9384,2.3887277248238705,2413
6989,2.388059701492537,1340
3136,2.382905982905983,585
6637,2.382477341389728,1655
4659,2.3808219178082193,2190
9753,2.3804780876494025,1004
6835,2.38,100
6675,2.3792656587473,2315
7624,2.3776223776223775,143
2415,2.3763654419066533,1007
1968,2.3747836835599507,4045
4957,2.374781085814361,571
6038,2.3735099337748347,755
5423,2.371590909090909,1760
6648,2.3691993880673126,1961
7434,2.367369589345172,1802
6150,2.365648854961832,2620
6316,2.3638151425762044,2034
7609,2.3616055846422337,2865
8137,2.361009174311927,2180
8572,2.3590633130962706,345.9
7164,2.3581932773109244,4760
8061,2.3553181607059916,2153
6267,2.354814814814815,2700
6617,2.3525641025641026,2028
4628,2.3512091038406826,7030
1949,2.350787401574803,2540
2902,2.348178137651822,1482
7955,2.3469985358711565,683
9213,2.3402843601895733,1055
5821,2.3384831460674156,1424
2425,2.3366058906030855,713
9857,2.33368700265252,1885
5928,2.331081081081081,296
1911,2.32988248461108,3574
2185,2.3293233082706766,1330
9799,2.3293172690763053,1245
7804,2.3247381144238517,1241
9274,2.3244094488188978,635
6392,2.322767857142857,4480
9776,2.321036889332004,1003
5079,2.318244170096022,2916
6492,2.3172541743970316,2695
4247,2.312937062937063,1144
5367,2.3127272727272725,550
3816,2.3113590263691686,986
6151,2.3107438016528925,1815
1921,2.310344827586207,580
6417,2.309380312161953,6471
5612,2.309090909090909,1045
5451,2.307362784471218,3735
1899,2.307042253521127,4970
1904,2.306808510638298,2350
5909,2.3057395143487858,906
7670,2.3055181695827724,743
6331,2.301899827288428,2895
4997,2.3016666666666667,600
8141,2.3000890471950135,1123
8291,2.2989010989010987,455
4102,2.297872340425532,1363
5282,2.297658862876254,299
6516,2.2974619289340104,5910
7952,2.2922470433639948,3805
4301,2.2906436629064366,1507
1952,2.2905783582089554,2144
4930,2.2854528819762123,2186
2693,2.2813688212927756,263
2168,2.281228192602931,1433
7466,2.280399777901166,1801
5983,2.27625,5600
9193,2.2761578044596913,583
4752,2.2751824817518247,1370
1826,2.270799347471452,613
2332,2.2680497925311203,1205
7399,2.2645403377110696,533
6463,2.2590529247910864,1795
7419,2.255994358251058,1418
6018,2.2559872272485366,1879
5237,2.255757575757576,825
5992,2.2545454545454544,715
7673,2.2513416815742398,1118
7634,2.251091142490372,3895
4577,2.2492276004119462,1942
5304,2.2423402617398,12990
7292,2.2421875,3840
7823,2.2391857506361323,786
3947,2.23815877251501,1499
7643,2.229940119760479,835
5697,2.22803738317757,535
6023,2.2275449101796405,835
3384,2.2264150943396226,530
2961,2.2255172413793103,2900
3426,2.22,1250
9996,2.219607843137255,1530
2737,2.2194528875379937,4935
7296,2.214483139856274,1809
6239,2.213861386138614,1010
4464,2.212481426448737,1346
3442,2.208287895310796,917
2009,2.2057142857142855,700
4120,2.202,2500
6125,2.2015597920277297,5770
1811,2.200267737617135,3735
6161,2.198963730569948,965
8052,2.1987108655616945,5430
9070,2.1984547461368655,4530
8225,2.1970010341261634,1934
5357,2.1948051948051948,1463
7202,2.192218350754936,1722
1938,2.1921182266009853,1218
6193,2.1878121878121877,1001
3768,2.1864406779661016,531
4022,2.186186186186186,1998
5984,2.186013986013986,715
6379,2.1843971631205674,1410
6337,2.1784269662921347,2225
2497,2.1766004415011038,906
6496,2.174029451137885,2988
3173,2.1733333333333333,750
1762,2.1702371843917367,2614
1810,2.1701846965699207,758
3264,2.168,125
3562,2.16794731064764,911
9791,2.167741935483871,1085
5957,2.163265306122449,588
1723,2.162901307966706,4205
5959,2.1608695652173915,690
8074,2.159416767922236,4115
7800,2.1592649310872893,653
9767,2.158857142857143,1750
3284,2.154639175257732,1067
7991,2.153020134228188,1490
3089,2.1530008453085374,1183
3970,2.152941176470588,1190
1905,2.1523642732049035,1142
4642,2.1513227513227515,945
6265,2.1508347725964305,1737
7102,2.1507974867085546,2069
8871,2.149157581764123,2018
7559,2.1491166077738515,1415
9066,2.143312101910828,2512
2997,2.1416083916083917,572
4783,2.1385281385281387,924
6745,2.1379710144927535,1725
6785,2.1377245508982035,1169
6794,2.1371681415929205,904
4676,2.1357166501158558,1510.5
1807,2.1324884792626726,2604
9414,2.130925507900677,886
9709,2.130325814536341,798
4229,2.1272727272727274,3135
7242,2.1256410256410256,4290
5803,2.1244573082489144,1036.5
6905,2.123488773747841,1158
1982,2.122961657117673,2269
3597,2.1201015228426394,9850
1400,2.119047619047619,84
4028,2.1187410586552216,1398
6309,2.117212249208025,2841
8869,2.1162185602775367,1153
6969,2.1152073732718892,651
7599,2.115124153498871,886
8747,2.110900473933649,1055
6249,2.1104234527687296,3070
3490,2.108759842519685,2032
9932,2.105724838411819,2166
3489,2.105703422053232,1315
3497,2.1023720349563044,801
8131,2.1022120518688023,1311
3288,2.1013460015835315,5052
4433,2.1008,1250
9036,2.1,930
2221,2.0970703125,5120
4243,2.0967351874244256,827
6325,2.096069868995633,458
5632,2.095800524934383,1524
8127,2.090909090909091,297
7723,2.0903880070546736,2268
8005,2.0891304347826085,920
7537,2.0863895680521596,1227
7610,2.0863309352517985,139
2689,2.0855039637599093,1766
7058,2.082638888888889,2880
4216,2.0784615384615384,3900
4800,2.078104993597951,781
1443,2.076923076923077,208
1738,2.0720887245841033,541
5121,2.071969696969697,1320
1888,2.0719298245614035,2850
1945,2.0716510903426792,963
3843,2.0696378830083564,1077
9367,2.06721536351166,729
8006,2.0646203554119547,3095
2715,2.064306784660767,1695
9405,2.0640625,640
9534,2.063875701337937,2317
5911,2.063854047890536,2631
2883,2.0632183908045976,1914
7456,2.062573789846517,2541
5834,2.0622895622895623,2376
9628,2.062022900763359,1048
8065,2.061778682959946,1473
3817,2.06094674556213,3380
1768,2.060924369747899,952
7820,2.056625141562854,883
3333,2.0557677616501144,1309
9991,2.0542797494780793,958
6083,2.051266586248492,1658
1736,2.0492245448415374,2966
6419,2.0476384364820848,2456
6307,2.0463215258855585,367
9698,2.0434782608695654,897
6247,2.042311661506708,969
8045,2.0421179302045727,831
6633,2.0417827298050137,359
6517,2.0395731436193865,2249
9995,2.039080459770115,435
5471,2.037452565583237,6061
5602,2.03739837398374,3075
9742,2.037341772151899,1580
7510,2.0332425068119893,1835
5945,2.030867792661619,1717
4705,2.0305164319248825,852
8157,2.0304428044280445,2168
9888,2.0301151461470326,1129
5936,2.028735632183908,696
7628,2.027700831024931,1805
7081,2.0263959390862945,1970
9476,2.024793388429752,484
1450,2.0205415499533146,2142
6763,2.0204813108038913,1953
3138,2.018791946308725,745
3361,2.0175182481751825,685
1808,2.0168799346583173,1836.5
4231,2.0145118733509233,758
5484,2.0142045454545454,1760
7112,2.0140845070422535,639
8154,2.010891089108911,6060
3246,2.01001001001001,999
6834,2.0098859315589355,1315
7488,2.009550338241146,2513
6345,2.00794551645857,881
6507,2.007705008255366,1817
1814,2.006225680933852,1285
9361,2.004940014114326,1417
7235,2.0031595576619274,633
6626,2.003058103975535,1962
6960,2.002836879432624,5640
6248,2.002495840266223,1202
6938,2.0,317
6932,2.0,1141
6371,1.999195710455764,3730
7134,1.998463901689708,651
5388,1.997920997920998,962
4977,1.9957627118644068,708
5071,1.9946351931330473,932
8097,1.9941822882999354,1547
3236,1.9935897435897436,156
3912,1.9931129476584022,726
1976,1.9910071942446044,1112
7283,1.98984375,1280
4725,1.9897318881916715,1753
2982,1.9881422924901186,253
9651,1.987603305785124,968
6144,1.9861212563915267,1369
9232,1.9860494610019024,1577
9028,1.9859451862262825,1423
3934,1.9845594913714806,1101
2156,1.9838187702265373,309
6081,1.9811912225705328,319
3252,1.9800697558545093,2007
6789,1.98,3400
7607,1.9794979079497907,2390
6159,1.9784283513097072,1298
5576,1.9753397081026673,1987
1436,1.9749058971141782,797
7483,1.9740509370494954,2081
3636,1.972961373390558,4660
6870,1.9714285714285715,1610
7937,1.9711367673179396,2252
5187,1.9705549263873159,883
8118,1.9702127659574469,705
6103,1.9685652038593215,6426
4095,1.968476357267951,1142
6482,1.9682299546142208,661
7833,1.9669421487603307,605
3242,1.9667519181585678,391
7272,1.9666666666666666,3720
3184,1.9648148148148148,2700
8890,1.9634069400630916,3170
7464,1.9631645569620253,7900
6165,1.9598108747044918,423
8742,1.9576271186440677,236
4275,1.9562955254942769,961
5284,1.9525666016894088,1539
8908,1.9504950495049505,707
5695,1.949433304272014,2294
7467,1.9464692482915718,4390
8887,1.9460847240051349,779
5943,1.9453755431409063,1611
4262,1.945054945054945,819
2806,1.9388920616790406,1751
2654,1.9382022471910112,356
6229,1.9376876876876876,1332
1941,1.9374212515749685,2381
4728,1.937411095305832,703
2152,1.936762225969646,1186
6848,1.9343148357870894,883
7305,1.9338788870703765,3055
6192,1.9333333333333333,90
7927,1.93173198482933,1582
5997,1.9303079416531606,617
9401,1.9296845305967312,2631
8032,1.9294505494505494,4550
1663,1.929157667386609,2315
3465,1.9282710280373832,4280
5262,1.9276018099547512,884
6230,1.9255384615384616,3250
7442,1.9252873563218391,348
7781,1.919068736141907,902
5445,1.9180327868852458,3660
5393,1.9168316831683168,3030
1376,1.9163120567375886,1410
8707,1.9137635636778982,1751
2003,1.9111578947368422,4750
6381,1.9110915492957747,1136
4220,1.9104308390022675,882
6850,1.9102865194927197,2129
3172,1.908155767817781,1361
9702,1.9079754601226995,1467
3475,1.906047516198704,926
9441,1.9040767386091126,1668
8043,1.9007695423248279,2469
9068,1.900261096605744,3830
2429,1.8968516984258492,2414
6718,1.8960859023207481,2887
2136,1.895793499043977,1046
3431,1.8956521739130434,3105
4221,1.8943241224794622,2678
9788,1.8942505133470227,974
6340,1.8909682668836452,2458
5903,1.887966804979253,1205
4623,1.8877906976744185,1720
4762,1.8877455565949486,1069
9273,1.8863328822733423,739
9872,1.8821138211382114,984
4401,1.8814102564102564,2496
4044,1.879923518164436,2615
4754,1.8788638262322472,1197
7544,1.8786127167630058,346
1967,1.8770949720670391,895
4008,1.8768,5000
9739,1.8760242251514072,2807
9632,1.8749223602484473,12880
5288,1.8739495798319328,714
7122,1.872948650079407,1889
1926,1.8723514211886305,1935
7039,1.8717948717948718,1599
3238,1.868421052631579,494
5125,1.8674521354933726,679
9059,1.8661087866108788,717
7229,1.8649425287356323,2088
9717,1.8639681486396815,1507
4335,1.8638542665388302,1043
1515,1.8630738522954091,5010
4076,1.8621929298981426,1669
4349,1.862,4000
1930,1.859026369168357,986
9622,1.8584169453734671,897
7739,1.8582474226804124,1940
6349,1.8555743243243243,1184
7681,1.8553253362413669,2751
3436,1.853717607168806,2064.5
3374,1.8534715960324617,2218
3421,1.852168199737188,1522
5659,1.849217935349322,4795
6927,1.8477842003853564,519
7270,1.8455935906773488,2746
1743,1.8447837150127226,1179
3300,1.8444730077120823,778
6339,1.8439922480620154,1032
9413,1.8435140700068635,2914
7925,1.8432397126061397,1531
5965,1.8419811320754718,848
6250,1.841767640769779,1403
8072,1.841297676457694,2281
4212,1.8412121212121213,2475
2991,1.8396584440227703,1054
6540,1.8373362445414847,916
4674,1.8365906623235613,1842
1776,1.8356435643564357,1010
6882,1.8351477449455678,1286
9605,1.8313947226709746,18570
2763,1.8312,1250
5290,1.8295292439372326,1402
4298,1.829192546583851,1288
4595,1.8286189683860232,3005
9085,1.8279411764705882,3400
7370,1.8274881516587678,1055
2122,1.8272251308900525,955
1950,1.8269134567283642,1999
3328,1.8265171503957784,1516
7533,1.826001955034213,1023
8117,1.8240928882438316,3445
4625,1.82406015037594,665
7727,1.8238095238095238,420
2436,1.8237410071942446,556
3670,1.8233766233766233,1540
3458,1.8230031948881789,1565
4694,1.8216672529018643,2843
7505,1.8213523131672598,1405
1786,1.8187311178247734,331
3847,1.8181008902077151,3370
4450,1.8140116763969976,2398
6644,1.8130990415335464,626
7949,1.8113866573524275,2863
5946,1.8111527647610122,2134
2730,1.8093959731543625,1490
6674,1.808852330591461,2553
2540,1.8083604777415851,1842
1942,1.808058608058608,1365
5970,1.8078902229845626,1749
8051,1.8060453400503778,1191
8850,1.8040703690927906,2899
4116,1.8033682294037323,2197
7538,1.8032786885245902,305
9729,1.8032614413466597,1901
9908,1.8031368307193076,1849
9625,1.8031145717463848,899
8059,1.8020100502512564,1990
5368,1.8015607580824973,897
3955,1.7982532751091702,1145
4097,1.797452229299363,785
2385,1.796116504854369,206
8103,1.7951070336391437,654
4093,1.7929736511919698,1594
5440,1.7924345295829291,2062
6566,1.7916666666666667,840
7600,1.7903682719546743,706
1964,1.7894736842105263,2090
8081,1.7886740331491713,1448
4848,1.7884719956498096,1839
6382,1.7881355932203389,944
9412,1.7876106194690264,678
7513,1.7873651771956858,649
5991,1.7859618717504333,1154
4430,1.784888888888889,1125
5699,1.7846846846846847,1110
8704,1.78343949044586,628
4215,1.7828282828282829,594
7953,1.7825,400
9990,1.7798816568047338,845
3071,1.7798165137614679,109
4172,1.778829095209935,1691
7740,1.7779376498800958,4170
3181,1.7750906892382103,827
5982,1.7732718894009216,2170
1929,1.7703488372093024,1032
3849,1.7684729064039408,812
4719,1.7669172932330828,2926
6167,1.764525993883792,654
7552,1.7641129032258065,2480
4620,1.7640449438202248,445
9027,1.7623333333333333,3000
4261,1.762119503945885,1774
9986,1.7594673325010404,2403
3132,1.7594644506001846,6498
6770,1.7579512598099958,1210.5
7131,1.7573710073710074,1628
6840,1.7547892720306513,522
7224,1.754748142031379,1211
3023,1.7546602525556223,1663
3964,1.7542699724517907,1815
4839,1.7530402245088867,1069
9913,1.752988047808765,1255
9685,1.7522603978300182,553
6741,1.7484472049689441,966
6070,1.746756367131187,2081
7414,1.7461263408820025,1678
3933,1.745362563237774,593
1401,1.744954128440367,545
1780,1.744,1250
6677,1.7424982554082344,2866
6647,1.7419745608721986,1651
4317,1.7418478260869565,368
5463,1.7410242872228088,3788
7950,1.7402409638554217,8300
7970,1.7397555715312725,1391
8057,1.7394736842105263,6840
2790,1.738704409363092,1837
6788,1.7384615384615385,3055
3080,1.7375745526838966,503
4886,1.7365236523652365,1818
4662,1.7344689378757514,998
8007,1.734375,960
4645,1.734,500
9696,1.7335984095427435,1509
2305,1.7335285505124451,2049
5660,1.7327102803738317,1070
6135,1.7322862129144851,5730
2735,1.7317518248175183,548
5941,1.7310769230769232,1625
6670,1.7300177619893429,1126
4287,1.7284345047923322,313
3918,1.728301886792453,1060
3891,1.7281993204983013,1766
4832,1.7266770670826832,3205
8893,1.7248322147651007,596
6875,1.7246192893401016,3940
6246,1.7244002340550029,1709
2408,1.7241379310344827,580
7438,1.7228496959165942,1151
4027,1.7226480836236935,1435
7980,1.721862871927555,773
9101,1.7217753120665742,3605
4437,1.7215909090909092,528
9249,1.7203539823008849,1695
1766,1.7200748129675811,8020
7343,1.7187196896217265,1031
7525,1.7187134502923977,3420
7894,1.7179616548940464,1982
5410,1.7158381502890174,4325
8927,1.7155963302752293,218
8218,1.7147385103011092,3155
3347,1.7142857142857142,259
7567,1.7129186602870814,418
6535,1.7119341563786008,486
4644,1.7119341563786008,972
3050,1.7117194183062447,1169
3758,1.7113095238095237,336
